Subject,Age,Handedness,Sex,condition1correct,respond3.RT,respond3.ACC,Cue
11,26,right,female,Low-Shape-Matched,603,0,Alter_cue
11,26,right,female,Low-Shape-Mismatched,447,1,No_cue
11,26,right,female,Low-Shape-Matched,758,1,Alter_cue
11,26,right,female,Low-Shape-Matched,0,0,Alter_cue
11,26,right,female,High-shape_Mismatched,640,1,Alter_cue
11,26,right,female,High-shape_Matched,328,1,Alter_cue
11,26,right,female,High-shape_Mismatched,595,1,Alter_cue
11,26,right,female,High-shape_Matched,691,1,No_cue
11,26,right,female,High-shape_Mismatched,0,0,No_cue
11,26,right,female,Low-Shape-Mismatched,641,1,Alter_cue
11,26,right,female,Low-Shape-Matched,993,1,No_cue
11,26,right,female,Low-Shape-Mismatched,637,1,Alter_cue
11,26,right,female,High-shape_Matched,382,1,No_cue
11,26,right,female,High-shape_Mismatched,658,1,No_cue
11,26,right,female,Low-Shape-Matched,550,0,No_cue
11,26,right,female,High-shape_Mismatched,457,1,Alter_cue
11,26,right,female,Low-Shape-Mismatched,470,0,No_cue
11,26,right,female,High-shape_Mismatched,535,1,Alter_cue
11,26,right,female,High-shape_Matched,482,1,No_cue
11,26,right,female,Low-Shape-Mismatched,517,1,Alter_cue
11,26,right,female,Low-Shape-Mismatched,461,1,No_cue
11,26,right,female,High-shape_Matched,618,1,Alter_cue
11,26,right,female,Low-Shape-Mismatched,492,1,Alter_cue
11,26,right,female,Low-Shape-Mismatched,644,1,Alter_cue
11,26,right,female,High-shape_Matched,472,1,No_cue
11,26,right,female,Low-Shape-Mismatched,628,1,No_cue
11,26,right,female,High-shape_Matched,425,1,No_cue
11,26,right,female,High-shape_Matched,718,1,No_cue
11,26,right,female,Low-Shape-Mismatched,549,1,Alter_cue
11,26,right,female,High-shape_Mismatched,670,1,No_cue
11,26,right,female,High-shape_Matched,588,1,No_cue
11,26,right,female,Low-Shape-Matched,888,1,Alter_cue
11,26,right,female,High-shape_Matched,734,1,No_cue
11,26,right,female,Low-Shape-Mismatched,536,1,Alter_cue
11,26,right,female,High-shape_Matched,525,1,No_cue
11,26,right,female,High-shape_Mismatched,605,0,No_cue
11,26,right,female,Low-Shape-Matched,751,0,No_cue
11,26,right,female,Low-Shape-Mismatched,527,1,Alter_cue
11,26,right,female,Low-Shape-Matched,0,0,No_cue
11,26,right,female,High-shape_Mismatched,661,1,No_cue
11,26,right,female,High-shape_Mismatched,549,1,No_cue
11,26,right,female,High-shape_Mismatched,487,1,Alter_cue
11,26,right,female,High-shape_Matched,490,1,Alter_cue
11,26,right,female,High-shape_Mismatched,783,1,No_cue
11,26,right,female,High-shape_Matched,519,1,Alter_cue
11,26,right,female,High-shape_Matched,500,1,Alter_cue
11,26,right,female,High-shape_Mismatched,647,1,Alter_cue
11,26,right,female,Low-Shape-Matched,690,1,No_cue
11,26,right,female,High-shape_Mismatched,665,1,No_cue
11,26,right,female,Low-Shape-Mismatched,458,1,No_cue
11,26,right,female,High-shape_Matched,452,1,No_cue
11,26,right,female,High-shape_Mismatched,665,1,Alter_cue
11,26,right,female,High-shape_Mismatched,614,1,Alter_cue
11,26,right,female,Low-Shape-Mismatched,598,1,No_cue
11,26,right,female,Low-Shape-Mismatched,0,0,Alter_cue
11,26,right,female,High-shape_Matched,327,1,Alter_cue
11,26,right,female,Low-Shape-Mismatched,595,1,No_cue
11,26,right,female,High-shape_Mismatched,569,1,No_cue
11,26,right,female,Low-Shape-Mismatched,737,1,No_cue
11,26,right,female,Low-Shape-Mismatched,466,1,No_cue
11,26,right,female,High-shape_Matched,487,1,No_cue
11,26,right,female,Low-Shape-Matched,599,0,No_cue
11,26,right,female,Low-Shape-Matched,533,0,No_cue
11,26,right,female,High-shape_Mismatched,555,0,Alter_cue
11,26,right,female,High-shape_Matched,261,1,Alter_cue
11,26,right,female,Low-Shape-Matched,789,1,Alter_cue
11,26,right,female,Low-Shape-Mismatched,587,1,No_cue
11,26,right,female,Low-Shape-Matched,795,1,No_cue
11,26,right,female,Low-Shape-Matched,643,1,Alter_cue
11,26,right,female,Low-Shape-Matched,341,1,Alter_cue
11,26,right,female,High-shape_Matched,534,1,No_cue
11,26,right,female,Low-Shape-Mismatched,517,1,Alter_cue
11,26,right,female,High-shape_Mismatched,530,0,No_cue
11,26,right,female,High-shape_Mismatched,462,1,Alter_cue
11,26,right,female,Low-Shape-Mismatched,606,1,Alter_cue
11,26,right,female,High-shape_Matched,534,1,No_cue
11,26,right,female,Low-Shape-Matched,912,1,No_cue
11,26,right,female,Low-Shape-Mismatched,713,1,Alter_cue
11,26,right,female,Low-Shape-Matched,797,0,Alter_cue
11,26,right,female,Low-Shape-Mismatched,793,1,Alter_cue
11,26,right,female,High-shape_Matched,409,1,No_cue
11,26,right,female,Low-Shape-Mismatched,531,1,Alter_cue
11,26,right,female,High-shape_Mismatched,437,0,No_cue
11,26,right,female,Low-Shape-Matched,535,0,No_cue
11,26,right,female,High-shape_Matched,309,1,Alter_cue
11,26,right,female,Low-Shape-Mismatched,558,1,No_cue
11,26,right,female,Low-Shape-Mismatched,533,1,Alter_cue
11,26,right,female,High-shape_Mismatched,367,0,Alter_cue
11,26,right,female,Low-Shape-Matched,0,0,No_cue
11,26,right,female,Low-Shape-Matched,404,0,Alter_cue
11,26,right,female,High-shape_Matched,335,1,No_cue
11,26,right,female,Low-Shape-Matched,568,1,Alter_cue
11,26,right,female,Low-Shape-Matched,504,0,No_cue
11,26,right,female,High-shape_Matched,261,1,Alter_cue
11,26,right,female,High-shape_Matched,557,1,No_cue
11,26,right,female,High-shape_Matched,304,1,Alter_cue
11,26,right,female,High-shape_Matched,487,1,Alter_cue
11,26,right,female,High-shape_Matched,574,1,Alter_cue
11,26,right,female,High-shape_Mismatched,566,0,No_cue
11,26,right,female,Low-Shape-Mismatched,605,1,Alter_cue
11,26,right,female,High-shape_Mismatched,326,0,Alter_cue
11,26,right,female,High-shape_Matched,590,1,Alter_cue
11,26,right,female,High-shape_Matched,631,1,No_cue
11,26,right,female,High-shape_Mismatched,691,1,Alter_cue
11,26,right,female,High-shape_Matched,0,0,No_cue
11,26,right,female,Low-Shape-Matched,649,1,Alter_cue
11,26,right,female,High-shape_Mismatched,536,1,Alter_cue
11,26,right,female,Low-Shape-Mismatched,542,1,Alter_cue
11,26,right,female,Low-Shape-Mismatched,676,1,No_cue
11,26,right,female,High-shape_Mismatched,656,1,No_cue
11,26,right,female,High-shape_Mismatched,412,1,Alter_cue
11,26,right,female,Low-Shape-Matched,378,0,Alter_cue
11,26,right,female,High-shape_Mismatched,800,1,Alter_cue
11,26,right,female,High-shape_Matched,515,1,Alter_cue
11,26,right,female,Low-Shape-Matched,589,0,Alter_cue
11,26,right,female,Low-Shape-Mismatched,629,1,No_cue
11,26,right,female,Low-Shape-Matched,952,1,Alter_cue
11,26,right,female,Low-Shape-Matched,765,0,No_cue
11,26,right,female,High-shape_Matched,367,1,No_cue
11,26,right,female,High-shape_Mismatched,631,1,Alter_cue
11,26,right,female,High-shape_Mismatched,582,1,Alter_cue
11,26,right,female,High-shape_Mismatched,590,1,No_cue
11,26,right,female,Low-Shape-Matched,515,1,Alter_cue
11,26,right,female,High-shape_Matched,372,1,Alter_cue
11,26,right,female,Low-Shape-Matched,855,1,No_cue
11,26,right,female,High-shape_Matched,638,1,Alter_cue
11,26,right,female,Low-Shape-Mismatched,700,1,No_cue
11,26,right,female,Low-Shape-Mismatched,0,0,No_cue
11,26,right,female,Low-Shape-Mismatched,703,0,Alter_cue
11,26,right,female,High-shape_Mismatched,601,1,Alter_cue
11,26,right,female,High-shape_Matched,404,1,Alter_cue
11,26,right,female,Low-Shape-Matched,942,1,No_cue
11,26,right,female,High-shape_Mismatched,0,0,Alter_cue
11,26,right,female,High-shape_Matched,520,1,Alter_cue
11,26,right,female,High-shape_Matched,389,1,No_cue
11,26,right,female,Low-Shape-Matched,563,0,No_cue
11,26,right,female,Low-Shape-Mismatched,670,0,Alter_cue
11,26,right,female,Low-Shape-Mismatched,656,1,No_cue
11,26,right,female,Low-Shape-Mismatched,924,1,Alter_cue
11,26,right,female,Low-Shape-Matched,617,1,No_cue
11,26,right,female,Low-Shape-Matched,582,0,No_cue
11,26,right,female,High-shape_Mismatched,462,0,Alter_cue
11,26,right,female,High-shape_Mismatched,585,1,No_cue
11,26,right,female,High-shape_Matched,508,1,Alter_cue
11,26,right,female,Low-Shape-Mismatched,599,1,No_cue
11,26,right,female,Low-Shape-Mismatched,0,0,Alter_cue
11,26,right,female,Low-Shape-Matched,0,0,No_cue
11,26,right,female,Low-Shape-Matched,938,1,Alter_cue
11,26,right,female,Low-Shape-Matched,421,1,Alter_cue
11,26,right,female,Low-Shape-Mismatched,664,1,No_cue
11,26,right,female,Low-Shape-Matched,675,1,No_cue
11,26,right,female,High-shape_Mismatched,597,1,No_cue
11,26,right,female,Low-Shape-Mismatched,617,1,No_cue
11,26,right,female,Low-Shape-Mismatched,658,1,No_cue
11,26,right,female,High-shape_Matched,401,1,No_cue
11,26,right,female,Low-Shape-Matched,354,1,Alter_cue
11,26,right,female,High-shape_Matched,379,1,Alter_cue
11,26,right,female,Low-Shape-Matched,398,1,No_cue
11,26,right,female,High-shape_Mismatched,665,1,Alter_cue
11,26,right,female,Low-Shape-Mismatched,642,1,No_cue
11,26,right,female,Low-Shape-Matched,579,0,Alter_cue
11,26,right,female,High-shape_Matched,313,1,No_cue
11,26,right,female,Low-Shape-Mismatched,529,1,No_cue
11,26,right,female,High-shape_Mismatched,780,1,No_cue
11,26,right,female,High-shape_Matched,597,1,Alter_cue
11,26,right,female,High-shape_Mismatched,590,1,No_cue
11,26,right,female,Low-Shape-Matched,267,0,No_cue
11,26,right,female,High-shape_Mismatched,696,1,Alter_cue
11,26,right,female,Low-Shape-Mismatched,640,1,Alter_cue
11,26,right,female,High-shape_Matched,440,1,Alter_cue
11,26,right,female,High-shape_Matched,646,1,No_cue
11,26,right,female,High-shape_Mismatched,512,1,No_cue
11,26,right,female,High-shape_Mismatched,586,1,No_cue
11,26,right,female,High-shape_Mismatched,317,1,No_cue
11,26,right,female,Low-Shape-Matched,492,1,No_cue
11,26,right,female,High-shape_Mismatched,548,1,No_cue
11,26,right,female,High-shape_Mismatched,432,1,No_cue
11,26,right,female,Low-Shape-Matched,541,1,Alter_cue
11,26,right,female,High-shape_Matched,334,1,Alter_cue
11,26,right,female,Low-Shape-Matched,697,1,Alter_cue
11,26,right,female,High-shape_Matched,372,1,Alter_cue
11,26,right,female,High-shape_Mismatched,533,1,Alter_cue
11,26,right,female,Low-Shape-Matched,546,1,Alter_cue
11,26,right,female,Low-Shape-Mismatched,546,1,Alter_cue
11,26,right,female,Low-Shape-Mismatched,526,1,No_cue
11,26,right,female,Low-Shape-Matched,307,0,Alter_cue
11,26,right,female,Low-Shape-Matched,671,1,Alter_cue
11,26,right,female,High-shape_Mismatched,584,1,No_cue
11,26,right,female,Low-Shape-Matched,450,1,No_cue
11,26,right,female,Low-Shape-Mismatched,501,0,No_cue
11,26,right,female,High-shape_Matched,468,1,No_cue
11,26,right,female,Low-Shape-Mismatched,523,1,Alter_cue
13,24,right,female,Low-Shape-Matched,733,1,Alter_cue
13,24,right,female,High-shape_Matched,449,1,Alter_cue
13,24,right,female,Low-Shape-Matched,358,0,No_cue
13,24,right,female,High-shape_Mismatched,336,0,Alter_cue
13,24,right,female,High-shape_Matched,318,1,No_cue
13,24,right,female,High-shape_Matched,373,1,No_cue
13,24,right,female,High-shape_Mismatched,362,0,Alter_cue
13,24,right,female,Low-Shape-Mismatched,522,1,No_cue
13,24,right,female,High-shape_Matched,486,1,No_cue
13,24,right,female,Low-Shape-Matched,713,1,No_cue
13,24,right,female,High-shape_Matched,510,1,No_cue
13,24,right,female,High-shape_Mismatched,505,1,No_cue
13,24,right,female,High-shape_Mismatched,463,1,No_cue
13,24,right,female,Low-Shape-Mismatched,490,0,Alter_cue
13,24,right,female,High-shape_Mismatched,741,1,No_cue
13,24,right,female,Low-Shape-Mismatched,613,1,No_cue
13,24,right,female,Low-Shape-Matched,619,1,No_cue
13,24,right,female,High-shape_Mismatched,594,0,No_cue
13,24,right,female,Low-Shape-Matched,751,1,No_cue
13,24,right,female,Low-Shape-Matched,783,0,Alter_cue
13,24,right,female,Low-Shape-Matched,647,1,Alter_cue
13,24,right,female,Low-Shape-Mismatched,630,0,No_cue
13,24,right,female,Low-Shape-Mismatched,736,1,Alter_cue
13,24,right,female,High-shape_Matched,405,1,No_cue
13,24,right,female,High-shape_Mismatched,409,1,No_cue
13,24,right,female,Low-Shape-Mismatched,488,1,No_cue
13,24,right,female,Low-Shape-Mismatched,659,0,No_cue
13,24,right,female,High-shape_Mismatched,621,1,Alter_cue
13,24,right,female,Low-Shape-Matched,0,0,Alter_cue
13,24,right,female,Low-Shape-Matched,415,0,Alter_cue
13,24,right,female,High-shape_Mismatched,629,1,Alter_cue
13,24,right,female,High-shape_Mismatched,553,1,No_cue
13,24,right,female,Low-Shape-Matched,644,1,No_cue
13,24,right,female,Low-Shape-Matched,448,1,No_cue
13,24,right,female,Low-Shape-Mismatched,568,1,Alter_cue
13,24,right,female,Low-Shape-Mismatched,560,0,Alter_cue
13,24,right,female,Low-Shape-Mismatched,453,1,No_cue
13,24,right,female,High-shape_Matched,374,1,No_cue
13,24,right,female,Low-Shape-Mismatched,467,0,Alter_cue
13,24,right,female,High-shape_Matched,464,1,Alter_cue
13,24,right,female,High-shape_Matched,373,1,No_cue
13,24,right,female,Low-Shape-Mismatched,0,0,Alter_cue
13,24,right,female,High-shape_Matched,411,1,Alter_cue
13,24,right,female,High-shape_Matched,499,1,Alter_cue
13,24,right,female,High-shape_Mismatched,0,0,Alter_cue
13,24,right,female,High-shape_Mismatched,441,1,Alter_cue
13,24,right,female,Low-Shape-Matched,569,0,Alter_cue
13,24,right,female,High-shape_Mismatched,420,0,Alter_cue
13,24,right,female,Low-Shape-Matched,503,0,No_cue
13,24,right,female,High-shape_Matched,397,1,No_cue
13,24,right,female,High-shape_Mismatched,634,1,No_cue
13,24,right,female,Low-Shape-Mismatched,502,0,No_cue
13,24,right,female,Low-Shape-Mismatched,378,1,No_cue
13,24,right,female,Low-Shape-Matched,640,0,Alter_cue
13,24,right,female,High-shape_Matched,458,1,Alter_cue
13,24,right,female,High-shape_Matched,474,1,No_cue
13,24,right,female,Low-Shape-Mismatched,443,1,No_cue
13,24,right,female,High-shape_Mismatched,610,1,Alter_cue
13,24,right,female,High-shape_Matched,559,1,Alter_cue
13,24,right,female,High-shape_Mismatched,553,1,Alter_cue
13,24,right,female,High-shape_Matched,390,1,No_cue
13,24,right,female,High-shape_Matched,383,1,Alter_cue
13,24,right,female,High-shape_Mismatched,477,1,No_cue
13,24,right,female,High-shape_Mismatched,376,1,Alter_cue
13,24,right,female,High-shape_Mismatched,307,1,No_cue
13,24,right,female,High-shape_Mismatched,387,1,Alter_cue
13,24,right,female,High-shape_Matched,0,0,Alter_cue
13,24,right,female,Low-Shape-Mismatched,347,1,No_cue
13,24,right,female,Low-Shape-Mismatched,0,0,No_cue
13,24,right,female,High-shape_Matched,414,1,No_cue
13,24,right,female,Low-Shape-Matched,403,0,No_cue
13,24,right,female,High-shape_Matched,466,1,Alter_cue
13,24,right,female,High-shape_Matched,0,0,Alter_cue
13,24,right,female,High-shape_Mismatched,254,0,No_cue
13,24,right,female,Low-Shape-Mismatched,400,0,No_cue
13,24,right,female,Low-Shape-Matched,0,0,Alter_cue
13,24,right,female,Low-Shape-Mismatched,440,1,Alter_cue
13,24,right,female,Low-Shape-Mismatched,0,0,Alter_cue
13,24,right,female,High-shape_Matched,441,1,No_cue
13,24,right,female,High-shape_Matched,424,1,No_cue
13,24,right,female,Low-Shape-Mismatched,462,1,No_cue
13,24,right,female,Low-Shape-Matched,438,0,Alter_cue
13,24,right,female,Low-Shape-Matched,392,1,No_cue
13,24,right,female,Low-Shape-Matched,951,1,No_cue
13,24,right,female,High-shape_Mismatched,694,1,No_cue
13,24,right,female,Low-Shape-Matched,737,1,Alter_cue
13,24,right,female,Low-Shape-Mismatched,369,1,Alter_cue
13,24,right,female,High-shape_Mismatched,458,0,No_cue
13,24,right,female,High-shape_Mismatched,351,1,Alter_cue
13,24,right,female,High-shape_Mismatched,348,1,No_cue
13,24,right,female,Low-Shape-Mismatched,424,0,Alter_cue
13,24,right,female,Low-Shape-Mismatched,445,1,Alter_cue
13,24,right,female,Low-Shape-Mismatched,504,1,Alter_cue
13,24,right,female,High-shape_Mismatched,471,0,Alter_cue
13,24,right,female,Low-Shape-Mismatched,615,1,No_cue
13,24,right,female,High-shape_Mismatched,375,1,Alter_cue
13,24,right,female,High-shape_Mismatched,481,1,No_cue
13,24,right,female,High-shape_Matched,448,1,Alter_cue
13,24,right,female,High-shape_Matched,321,1,No_cue
13,24,right,female,Low-Shape-Mismatched,448,1,Alter_cue
13,24,right,female,High-shape_Mismatched,544,0,No_cue
13,24,right,female,Low-Shape-Matched,295,0,Alter_cue
13,24,right,female,Low-Shape-Mismatched,603,1,Alter_cue
13,24,right,female,High-shape_Mismatched,373,0,Alter_cue
13,24,right,female,Low-Shape-Mismatched,602,1,No_cue
13,24,right,female,Low-Shape-Matched,357,0,No_cue
13,24,right,female,Low-Shape-Mismatched,620,1,No_cue
13,24,right,female,Low-Shape-Mismatched,0,0,Alter_cue
13,24,right,female,High-shape_Mismatched,586,1,Alter_cue
13,24,right,female,Low-Shape-Mismatched,556,0,Alter_cue
13,24,right,female,High-shape_Matched,538,1,No_cue
13,24,right,female,High-shape_Mismatched,400,1,No_cue
13,24,right,female,High-shape_Matched,494,1,Alter_cue
13,24,right,female,High-shape_Matched,194,0,Alter_cue
13,24,right,female,Low-Shape-Matched,314,0,Alter_cue
13,24,right,female,High-shape_Matched,248,1,Alter_cue
13,24,right,female,High-shape_Matched,285,1,Alter_cue
13,24,right,female,Low-Shape-Matched,380,0,No_cue
13,24,right,female,High-shape_Matched,250,1,Alter_cue
13,24,right,female,High-shape_Mismatched,440,1,Alter_cue
13,24,right,female,Low-Shape-Mismatched,562,0,Alter_cue
13,24,right,female,High-shape_Mismatched,523,1,Alter_cue
13,24,right,female,Low-Shape-Mismatched,650,0,No_cue
13,24,right,female,High-shape_Mismatched,414,0,Alter_cue
13,24,right,female,High-shape_Mismatched,0,0,No_cue
13,24,right,female,Low-Shape-Mismatched,373,1,No_cue
13,24,right,female,Low-Shape-Matched,577,1,No_cue
13,24,right,female,Low-Shape-Matched,542,0,No_cue
13,24,right,female,High-shape_Mismatched,396,0,No_cue
13,24,right,female,High-shape_Mismatched,606,1,Alter_cue
13,24,right,female,High-shape_Matched,430,1,No_cue
13,24,right,female,Low-Shape-Mismatched,785,1,Alter_cue
13,24,right,female,Low-Shape-Matched,385,0,No_cue
13,24,right,female,Low-Shape-Matched,559,1,Alter_cue
13,24,right,female,High-shape_Mismatched,602,1,No_cue
13,24,right,female,High-shape_Matched,345,1,No_cue
13,24,right,female,Low-Shape-Matched,448,0,Alter_cue
13,24,right,female,Low-Shape-Matched,362,0,No_cue
13,24,right,female,High-shape_Matched,519,1,No_cue
13,24,right,female,Low-Shape-Matched,615,1,Alter_cue
13,24,right,female,Low-Shape-Mismatched,337,0,No_cue
13,24,right,female,Low-Shape-Matched,450,0,Alter_cue
13,24,right,female,High-shape_Matched,337,1,No_cue
13,24,right,female,Low-Shape-Matched,365,1,No_cue
13,24,right,female,High-shape_Matched,311,1,No_cue
13,24,right,female,Low-Shape-Matched,351,1,Alter_cue
13,24,right,female,High-shape_Matched,306,1,No_cue
13,24,right,female,Low-Shape-Matched,253,1,No_cue
13,24,right,female,Low-Shape-Mismatched,613,1,Alter_cue
13,24,right,female,Low-Shape-Matched,379,0,No_cue
13,24,right,female,Low-Shape-Mismatched,242,0,No_cue
13,24,right,female,High-shape_Mismatched,299,0,Alter_cue
13,24,right,female,High-shape_Mismatched,0,0,No_cue
13,24,right,female,High-shape_Matched,431,1,Alter_cue
13,24,right,female,High-shape_Matched,375,1,No_cue
13,24,right,female,Low-Shape-Matched,402,0,Alter_cue
13,24,right,female,High-shape_Matched,373,1,Alter_cue
13,24,right,female,Low-Shape-Matched,462,1,No_cue
13,24,right,female,High-shape_Mismatched,589,1,No_cue
13,24,right,female,High-shape_Mismatched,574,0,No_cue
13,24,right,female,Low-Shape-Mismatched,522,0,Alter_cue
13,24,right,female,Low-Shape-Matched,311,0,Alter_cue
13,24,right,female,High-shape_Mismatched,655,1,Alter_cue
13,24,right,female,Low-Shape-Mismatched,472,0,Alter_cue
13,24,right,female,Low-Shape-Mismatched,591,1,No_cue
13,24,right,female,High-shape_Mismatched,657,1,Alter_cue
13,24,right,female,High-shape_Matched,392,1,Alter_cue
13,24,right,female,Low-Shape-Matched,622,0,Alter_cue
13,24,right,female,Low-Shape-Matched,507,1,Alter_cue
13,24,right,female,High-shape_Matched,417,1,Alter_cue
13,24,right,female,Low-Shape-Matched,376,0,No_cue
13,24,right,female,Low-Shape-Matched,357,1,No_cue
13,24,right,female,High-shape_Matched,299,1,No_cue
13,24,right,female,Low-Shape-Matched,517,1,No_cue
13,24,right,female,High-shape_Matched,329,1,Alter_cue
13,24,right,female,High-shape_Matched,265,1,No_cue
13,24,right,female,Low-Shape-Mismatched,274,0,No_cue
13,24,right,female,Low-Shape-Matched,510,1,Alter_cue
13,24,right,female,High-shape_Mismatched,410,1,No_cue
13,24,right,female,High-shape_Matched,307,1,Alter_cue
13,24,right,female,Low-Shape-Mismatched,305,0,No_cue
13,24,right,female,Low-Shape-Mismatched,404,0,Alter_cue
13,24,right,female,High-shape_Mismatched,317,0,Alter_cue
13,24,right,female,Low-Shape-Matched,464,0,No_cue
13,24,right,female,High-shape_Mismatched,518,1,No_cue
13,24,right,female,Low-Shape-Mismatched,767,0,Alter_cue
13,24,right,female,Low-Shape-Mismatched,419,0,Alter_cue
13,24,right,female,High-shape_Matched,521,1,Alter_cue
13,24,right,female,High-shape_Matched,398,1,Alter_cue
13,24,right,female,Low-Shape-Matched,347,0,Alter_cue
13,24,right,female,Low-Shape-Mismatched,265,0,No_cue
13,24,right,female,Low-Shape-Matched,555,0,Alter_cue
15,23,right,female,Low-Shape-Mismatched,433,1,No_cue
15,23,right,female,Low-Shape-Matched,537,0,No_cue
15,23,right,female,High-shape_Matched,311,1,No_cue
15,23,right,female,High-shape_Matched,411,1,No_cue
15,23,right,female,Low-Shape-Matched,469,0,No_cue
15,23,right,female,High-shape_Matched,450,1,Alter_cue
15,23,right,female,High-shape_Matched,319,1,Alter_cue
15,23,right,female,High-shape_Mismatched,331,0,Alter_cue
15,23,right,female,High-shape_Matched,503,1,Alter_cue
15,23,right,female,Low-Shape-Matched,329,0,Alter_cue
15,23,right,female,High-shape_Mismatched,315,0,Alter_cue
15,23,right,female,High-shape_Matched,382,1,No_cue
15,23,right,female,Low-Shape-Matched,419,0,Alter_cue
15,23,right,female,Low-Shape-Mismatched,621,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,492,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,379,1,Alter_cue
15,23,right,female,High-shape_Matched,341,1,Alter_cue
15,23,right,female,High-shape_Mismatched,562,1,No_cue
15,23,right,female,Low-Shape-Matched,457,1,Alter_cue
15,23,right,female,Low-Shape-Matched,341,1,No_cue
15,23,right,female,High-shape_Mismatched,357,1,Alter_cue
15,23,right,female,High-shape_Matched,407,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,561,0,Alter_cue
15,23,right,female,High-shape_Mismatched,350,0,No_cue
15,23,right,female,High-shape_Mismatched,380,0,No_cue
15,23,right,female,High-shape_Mismatched,683,1,No_cue
15,23,right,female,Low-Shape-Matched,645,0,Alter_cue
15,23,right,female,High-shape_Mismatched,722,1,Alter_cue
15,23,right,female,Low-Shape-Matched,437,0,Alter_cue
15,23,right,female,High-shape_Mismatched,618,1,Alter_cue
15,23,right,female,High-shape_Mismatched,510,1,Alter_cue
15,23,right,female,High-shape_Matched,483,1,No_cue
15,23,right,female,Low-Shape-Mismatched,560,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,504,0,No_cue
15,23,right,female,Low-Shape-Mismatched,423,1,No_cue
15,23,right,female,High-shape_Mismatched,421,0,No_cue
15,23,right,female,High-shape_Matched,530,1,No_cue
15,23,right,female,Low-Shape-Matched,381,0,No_cue
15,23,right,female,High-shape_Mismatched,338,0,Alter_cue
15,23,right,female,Low-Shape-Mismatched,569,1,No_cue
15,23,right,female,High-shape_Mismatched,478,0,No_cue
15,23,right,female,High-shape_Mismatched,574,1,No_cue
15,23,right,female,Low-Shape-Matched,415,0,Alter_cue
15,23,right,female,Low-Shape-Mismatched,473,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,398,1,Alter_cue
15,23,right,female,High-shape_Mismatched,812,1,Alter_cue
15,23,right,female,Low-Shape-Matched,433,0,No_cue
15,23,right,female,High-shape_Matched,326,1,Alter_cue
15,23,right,female,High-shape_Matched,406,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,437,1,Alter_cue
15,23,right,female,Low-Shape-Matched,468,0,Alter_cue
15,23,right,female,High-shape_Matched,613,1,No_cue
15,23,right,female,High-shape_Mismatched,532,1,No_cue
15,23,right,female,Low-Shape-Matched,394,1,No_cue
15,23,right,female,High-shape_Matched,476,0,Alter_cue
15,23,right,female,Low-Shape-Mismatched,363,0,No_cue
15,23,right,female,High-shape_Matched,544,1,No_cue
15,23,right,female,High-shape_Matched,338,1,No_cue
15,23,right,female,Low-Shape-Matched,586,1,Alter_cue
15,23,right,female,High-shape_Matched,375,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,536,1,No_cue
15,23,right,female,High-shape_Mismatched,398,0,Alter_cue
15,23,right,female,Low-Shape-Matched,436,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,514,1,Alter_cue
15,23,right,female,Low-Shape-Matched,606,1,Alter_cue
15,23,right,female,High-shape_Matched,445,1,Alter_cue
15,23,right,female,High-shape_Matched,401,1,Alter_cue
15,23,right,female,Low-Shape-Matched,638,1,Alter_cue
15,23,right,female,High-shape_Matched,418,1,Alter_cue
15,23,right,female,Low-Shape-Matched,422,1,No_cue
15,23,right,female,High-shape_Matched,549,1,No_cue
15,23,right,female,High-shape_Matched,367,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,640,1,No_cue
15,23,right,female,High-shape_Mismatched,370,0,No_cue
15,23,right,female,High-shape_Matched,343,1,Alter_cue
15,23,right,female,Low-Shape-Matched,326,1,Alter_cue
15,23,right,female,High-shape_Matched,339,1,No_cue
15,23,right,female,Low-Shape-Matched,345,0,No_cue
15,23,right,female,Low-Shape-Matched,307,1,No_cue
15,23,right,female,High-shape_Matched,412,1,No_cue
15,23,right,female,High-shape_Matched,374,1,Alter_cue
15,23,right,female,Low-Shape-Matched,372,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,376,0,No_cue
15,23,right,female,High-shape_Matched,333,1,No_cue
15,23,right,female,High-shape_Matched,531,1,Alter_cue
15,23,right,female,High-shape_Mismatched,484,1,No_cue
15,23,right,female,Low-Shape-Mismatched,662,1,No_cue
15,23,right,female,High-shape_Matched,529,1,No_cue
15,23,right,female,High-shape_Mismatched,344,0,Alter_cue
15,23,right,female,Low-Shape-Matched,431,1,No_cue
15,23,right,female,Low-Shape-Mismatched,538,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,440,1,Alter_cue
15,23,right,female,Low-Shape-Mismatched,418,1,No_cue
15,23,right,female,High-shape_Matched,414,1,No_cue
15,23,right,female,High-shape_Mismatched,348,0,Alter_cue
15,23,right,female,High-shape_Mismatched,335,0,No_cue
15,23,right,female,High-shape_Matched,403,1,Alter_cue
