Subject,Session,Matchness,Identity,Trialtype,RT,ACC
22,5,Match,Friend,exp,0.8462,1
22,5,Match,Friend,exp,0.6364,1
22,5,Match,Friend,exp,0.7405,1
22,5,Match,Friend,exp,0.5249,0
22,5,Match,Friend,exp,0.6924,1
22,5,Match,Friend,exp,0.592,1
22,5,Match,Friend,exp,0.8427,-1
22,5,Match,Friend,exp,0.7562,0
22,5,Match,Friend,exp,0.461,1
22,5,Match,Friend,exp,0.6863,1
22,5,Match,Friend,exp,0.7838,1
22,5,Match,Friend,exp,0.6519,0
22,5,Match,Friend,exp,0.6964,1
22,5,Match,Friend,exp,0.965,1
22,5,Match,Friend,exp,0.7642,1
22,5,Match,Friend,exp,0.4731,0
22,5,Match,Friend,exp,0.5805,-1
22,5,Match,Friend,exp,0.5481,1
22,5,Match,Friend,exp,0.6397,1
22,5,Match,Friend,exp,0.7247,1
22,5,Match,Friend,exp,0.7467,1
22,5,Match,Friend,exp,0.7032,1
22,5,Match,Friend,exp,0.6229,1
22,5,Match,Friend,exp,0.6304,1
22,5,Match,Friend,exp,0.5092,1
22,5,Match,Friend,exp,0.6526,1
22,5,Match,Friend,exp,0.5099,1
22,5,Match,Friend,exp,0.6428,1
22,5,Match,Friend,exp,0.604,0
22,5,Match,Friend,exp,0.8419,1
22,5,Match,Friend,exp,0.6454,1
22,5,Match,Friend,exp,0.5727,1
22,5,Match,Friend,exp,0.5346,1
22,5,Match,Friend,exp,0.625,1
22,5,Match,Friend,exp,0.7239,1
22,5,Match,Friend,exp,0.9212,1
22,5,Match,Friend,exp,0.6207,1
22,5,Match,Friend,exp,0.7677,1
22,5,Match,Friend,exp,0.9487,1
22,5,Match,Friend,exp,0.7417,1
22,5,Match,Friend,exp,0.6219,1
22,5,Match,Friend,exp,0.9692,0
22,5,Match,Friend,exp,0.9658,1
22,5,Match,Friend,exp,1.007,1
22,5,Match,Stranger,prac,0.8968,1
22,5,Match,Stranger,prac,0.9538,1
22,5,Match,Stranger,prac,0.6166,1
22,5,Match,Stranger,prac,0.5813,1
22,5,Match,Stranger,exp,0.6033,0
22,5,Match,Stranger,exp,1.0731,1
22,5,Match,Stranger,exp,0.7811,1
22,5,Match,Stranger,exp,0.6465,1
22,5,Match,Stranger,exp,0.7722,0
22,5,Match,Stranger,exp,0.6662,0
22,5,Match,Stranger,exp,0.9294,1
22,5,Match,Stranger,exp,0.699,1
22,5,Match,Stranger,exp,0.6242,1
22,5,Match,Stranger,exp,0.4451,1
22,5,Match,Stranger,exp,0.9221,1
22,5,Match,Stranger,exp,0.6934,1
22,5,Match,Stranger,exp,0.7694,1
22,5,Match,Stranger,exp,0.9199,1
22,5,Match,Stranger,exp,0.5076,1
22,5,Match,Stranger,exp,0.4992,1
22,5,Match,Stranger,exp,0.7354,1
22,5,Match,Stranger,exp,0.6699,1
22,5,Match,Stranger,exp,0.6521,-1
22,5,Match,Stranger,exp,0.5326,1
22,5,Match,Stranger,exp,0.5803,1
22,5,Match,Stranger,exp,0.7264,1
22,5,Match,Stranger,exp,0.965,1
22,5,Match,Stranger,exp,0.8324,0
22,5,Match,Stranger,exp,0.7823,1
22,5,Match,Stranger,exp,0.5975,1
22,5,Match,Stranger,exp,0.8048,1
22,5,Match,Stranger,exp,1.0189,1
22,5,Match,Stranger,exp,0.6557,1
22,5,Match,Stranger,exp,0.4789,1
22,5,Match,Stranger,exp,0.6651,0
22,5,Match,Stranger,exp,0.7053,1
22,5,Match,Stranger,exp,0.8394,-1
22,5,Match,Stranger,exp,0.6805,1
22,5,Match,Stranger,exp,0.713,1
22,5,Match,Stranger,exp,0.8266,0
22,5,Match,Stranger,exp,0.8716,0
22,5,Match,Stranger,exp,1.0673,1
22,5,Match,Stranger,exp,0.4844,0
22,5,Match,Stranger,exp,0.8581,1
22,5,Match,Stranger,exp,0.5089,1
22,5,Match,Stranger,exp,0.7313,1
22,5,Match,Stranger,exp,0.6079,1
22,5,Match,Stranger,exp,0.7326,1
22,5,Match,Stranger,exp,0.7925,0
22,5,Match,Stranger,exp,0.8731,1
22,5,Match,Stranger,exp,0.6136,1
22,5,Match,Stranger,exp,0.6177,2
22,5,Match,Stranger,exp,0.7173,0
22,5,Match,Stranger,exp,0.4036,1
22,5,Match,Stranger,exp,0.8632,1
22,5,Match,Stranger,exp,0.7394,1
22,5,Match,Stranger,exp,0.9221,1
22,5,Match,Stranger,exp,0.5922,1
22,5,Match,Stranger,exp,0.5558,1
22,5,Match,Stranger,exp,0.7029,1
22,5,Match,Stranger,exp,0.7085,1
22,5,Match,Stranger,exp,0.7328,1
22,5,Match,Stranger,exp,0.763,1
22,5,Match,Stranger,exp,0.7032,1
22,5,Nonmatch,Self,prac,0.6024,1
22,5,Nonmatch,Self,prac,0.7652,1
22,5,Nonmatch,Self,prac,0.8014,1
22,5,Nonmatch,Self,prac,0.9009,1
22,5,Nonmatch,Self,exp,0.6592,0
22,5,Nonmatch,Self,exp,0.4915,1
22,5,Nonmatch,Self,exp,0.7816,1
22,5,Nonmatch,Self,exp,0.5274,0
22,5,Nonmatch,Self,exp,0.5532,1
22,5,Nonmatch,Self,exp,0.5014,1
22,5,Nonmatch,Self,exp,0.6484,0
22,5,Nonmatch,Self,exp,0.7932,1
22,5,Nonmatch,Self,exp,0.7822,1
22,5,Nonmatch,Self,exp,1.085,0
22,5,Nonmatch,Self,exp,0.5485,1
22,5,Nonmatch,Self,exp,0.7845,1
22,5,Nonmatch,Self,exp,0.77,1
22,5,Nonmatch,Self,exp,0.5033,1
22,5,Nonmatch,Self,exp,0.5779,1
22,5,Nonmatch,Self,exp,0.5495,1
22,5,Nonmatch,Self,exp,0.794,1
22,5,Nonmatch,Self,exp,1.0173,0
22,5,Nonmatch,Self,exp,0.7379,1
22,5,Nonmatch,Self,exp,0.5703,1
22,5,Nonmatch,Self,exp,0.7789,0
22,5,Nonmatch,Self,exp,0.7292,1
22,5,Nonmatch,Self,exp,0.5889,1
22,5,Nonmatch,Self,exp,0.7501,1
22,5,Nonmatch,Self,exp,1.0231,1
22,5,Nonmatch,Self,exp,0.7951,1
22,5,Nonmatch,Self,exp,0.7708,1
22,5,Nonmatch,Self,exp,0.6194,1
22,5,Nonmatch,Self,exp,0.8524,1
22,5,Nonmatch,Self,exp,0.7201,1
22,5,Nonmatch,Self,exp,0.674,1
22,5,Nonmatch,Self,exp,0.7668,1
22,5,Nonmatch,Self,exp,0.5898,1
22,5,Nonmatch,Self,exp,0.6233,1
22,5,Nonmatch,Self,exp,0.8004,1
22,5,Nonmatch,Self,exp,0.5707,1
22,5,Nonmatch,Self,exp,0.7657,1
22,5,Nonmatch,Self,exp,0.7298,1
22,5,Nonmatch,Self,exp,0.606,1
22,5,Nonmatch,Self,exp,0.6817,1
22,5,Nonmatch,Self,exp,0.6726,1
22,5,Nonmatch,Self,exp,0.6495,1
22,5,Nonmatch,Self,exp,0.6761,1
22,5,Nonmatch,Self,exp,0.6734,1
22,5,Nonmatch,Self,exp,0.5909,1
22,5,Nonmatch,Self,exp,0.6138,1
22,5,Nonmatch,Self,exp,0.7327,1
22,5,Nonmatch,Self,exp,0.5704,1
22,5,Nonmatch,Self,exp,0.8589,1
22,5,Nonmatch,Self,exp,0.7653,1
22,5,Nonmatch,Self,exp,0.5646,1
22,5,Nonmatch,Self,exp,0.8745,1
22,5,Nonmatch,Self,exp,0.6912,1
22,5,Nonmatch,Self,exp,0.569,1
22,5,Nonmatch,Self,exp,0.6509,1
22,5,Nonmatch,Self,exp,1.0731,1
22,5,Nonmatch,Self,exp,0.8997,1
22,5,Nonmatch,Self,exp,0.914,1
22,5,Nonmatch,Self,exp,0.5651,0
22,5,Nonmatch,Self,exp,0.7284,1
22,5,Nonmatch,Friend,prac,0.535,1
22,5,Nonmatch,Friend,prac,0.9314,1
22,5,Nonmatch,Friend,prac,0.5384,1
22,5,Nonmatch,Friend,prac,0.8638,1
22,5,Nonmatch,Friend,exp,0.692,0
22,5,Nonmatch,Friend,exp,0.6201,1
22,5,Nonmatch,Friend,exp,0.604,1
22,5,Nonmatch,Friend,exp,0.9802,1
22,5,Nonmatch,Friend,exp,0.6962,1
22,5,Nonmatch,Friend,exp,0.7274,1
22,5,Nonmatch,Friend,exp,0.7442,1
22,5,Nonmatch,Friend,exp,0.4643,0
22,5,Nonmatch,Friend,exp,0.651,1
22,5,Nonmatch,Friend,exp,0.8089,0
22,5,Nonmatch,Friend,exp,0.5546,1
22,5,Nonmatch,Friend,exp,0.5619,0
22,5,Nonmatch,Friend,exp,0.4531,1
22,5,Nonmatch,Friend,exp,1.0512,0
22,5,Nonmatch,Friend,exp,1.0326,1
22,5,Nonmatch,Friend,exp,0.6128,1
22,5,Nonmatch,Friend,exp,0.7838,1
22,5,Nonmatch,Friend,exp,0.7829,1
22,5,Nonmatch,Friend,exp,0.6172,0
22,5,Nonmatch,Friend,exp,0.8505,1
22,5,Nonmatch,Friend,exp,0.744,0
22,5,Nonmatch,Friend,exp,0.704,1
22,5,Nonmatch,Friend,exp,0.6551,1
22,5,Nonmatch,Friend,exp,0.7721,1
22,5,Nonmatch,Friend,exp,0.7157,1
22,5,Nonmatch,Friend,exp,0.6976,1
22,5,Nonmatch,Friend,exp,0.5701,1
22,5,Nonmatch,Friend,exp,1.085,1
22,5,Nonmatch,Friend,exp,0.5447,0
22,5,Nonmatch,Friend,exp,0.8644,1
22,5,Nonmatch,Friend,exp,0.7405,0
22,5,Nonmatch,Friend,exp,0.5828,1
22,5,Nonmatch,Friend,exp,0.6626,1
22,5,Nonmatch,Friend,exp,0.5616,1
22,5,Nonmatch,Friend,exp,0.9078,1
22,5,Nonmatch,Friend,exp,1.0444,1
22,5,Nonmatch,Friend,exp,0.6106,1
22,5,Nonmatch,Friend,exp,0.7583,1
22,5,Nonmatch,Friend,exp,0.6164,1
22,5,Nonmatch,Friend,exp,0.7081,1
22,5,Nonmatch,Friend,exp,0.8939,1
22,5,Nonmatch,Friend,exp,0.8844,1
22,5,Nonmatch,Friend,exp,1.0655,1
22,5,Nonmatch,Friend,exp,0.7759,1
22,5,Nonmatch,Friend,exp,0.7116,1
22,5,Nonmatch,Friend,exp,0.6669,1
22,5,Nonmatch,Friend,exp,0.6591,1
22,5,Nonmatch,Friend,exp,0.8176,1
22,5,Nonmatch,Friend,exp,0.5957,0
22,5,Nonmatch,Friend,exp,0.6631,1
22,5,Nonmatch,Friend,exp,0.8944,1
22,5,Nonmatch,Friend,exp,0.8789,1
22,5,Nonmatch,Friend,exp,0.68,0
22,5,Nonmatch,Friend,exp,0.8149,1
22,5,Nonmatch,Friend,exp,0.5189,1
22,5,Nonmatch,Friend,exp,0.6278,1
22,5,Nonmatch,Friend,exp,0.7596,0
22,5,Nonmatch,Friend,exp,0.6596,1
22,5,Nonmatch,Friend,exp,0.7559,1
22,5,Nonmatch,Friend,exp,0.7765,1
22,5,Nonmatch,Stranger,prac,0.6111,1
22,5,Nonmatch,Stranger,prac,0.6129,0
22,5,Nonmatch,Stranger,prac,0.647,1
22,5,Nonmatch,Stranger,prac,0.5321,1
22,5,Nonmatch,Stranger,exp,0.6935,1
22,5,Nonmatch,Stranger,exp,0.6806,1
22,5,Nonmatch,Stranger,exp,0.5991,1
22,5,Nonmatch,Stranger,exp,0.6482,1
22,5,Nonmatch,Stranger,exp,0.4577,1
22,5,Nonmatch,Stranger,exp,0.7611,1
22,5,Nonmatch,Stranger,exp,0.4909,0
22,5,Nonmatch,Stranger,exp,0.8852,0
22,5,Nonmatch,Stranger,exp,0.7286,1
22,5,Nonmatch,Stranger,exp,0.4595,0
22,5,Nonmatch,Stranger,exp,0.5618,1
22,5,Nonmatch,Stranger,exp,0.6831,1
22,5,Nonmatch,Stranger,exp,1.0872,1
22,5,Nonmatch,Stranger,exp,1.0176,1
22,5,Nonmatch,Stranger,exp,0.6537,1
22,5,Nonmatch,Stranger,exp,0.6074,1
22,5,Nonmatch,Stranger,exp,0.6867,1
22,5,Nonmatch,Stranger,exp,0.7019,1
22,5,Nonmatch,Stranger,exp,0.8668,0
22,5,Nonmatch,Stranger,exp,0.4519,1
22,5,Nonmatch,Stranger,exp,0.5945,1
22,5,Nonmatch,Stranger,exp,0.8382,1
22,5,Nonmatch,Stranger,exp,0.9004,1
22,5,Nonmatch,Stranger,exp,1.0514,0
22,5,Nonmatch,Stranger,exp,0.6729,1
22,5,Nonmatch,Stranger,exp,0.5697,0
22,5,Nonmatch,Stranger,exp,0.5501,0
22,5,Nonmatch,Stranger,exp,0.6644,1
22,5,Nonmatch,Stranger,exp,0.8956,1
22,5,Nonmatch,Stranger,exp,0.45,1
22,5,Nonmatch,Stranger,exp,0.5565,-1
22,5,Nonmatch,Stranger,exp,0.6285,1
22,5,Nonmatch,Stranger,exp,0.4745,1
22,5,Nonmatch,Stranger,exp,0.7392,1
22,5,Nonmatch,Stranger,exp,0.8786,1
22,5,Nonmatch,Stranger,exp,0.8358,0
22,5,Nonmatch,Stranger,exp,0.8425,1
22,5,Nonmatch,Stranger,exp,0.8193,1
22,5,Nonmatch,Stranger,exp,0.7494,1
22,5,Nonmatch,Stranger,exp,0.9068,1
22,5,Nonmatch,Stranger,exp,1.0841,1
22,5,Nonmatch,Stranger,exp,0.6924,1
22,5,Nonmatch,Stranger,exp,0.659,1
22,5,Nonmatch,Stranger,exp,0.7918,1
22,5,Nonmatch,Stranger,exp,0.9184,1
22,5,Nonmatch,Stranger,exp,0.7865,1
22,5,Nonmatch,Stranger,exp,0.6843,1
22,5,Nonmatch,Stranger,exp,0.8479,0
22,5,Nonmatch,Stranger,exp,0.6431,1
22,5,Nonmatch,Stranger,exp,0.7454,1
22,5,Nonmatch,Stranger,exp,0.7711,0
22,5,Nonmatch,Stranger,exp,0.7158,1
22,5,Nonmatch,Stranger,exp,0.9732,1
22,5,Nonmatch,Stranger,exp,0.8928,0
22,5,Nonmatch,Stranger,exp,0.6849,1
22,5,Nonmatch,Stranger,exp,0.7728,1
22,5,Nonmatch,Stranger,exp,0.5719,1
22,5,Nonmatch,Stranger,exp,0.7407,1
22,5,Nonmatch,Stranger,exp,0.7807,1
22,5,Nonmatch,Stranger,exp,0.6498,1
22,6,Match,Self,prac,0.7522,1
22,6,Match,Self,prac,0.6954,1
22,6,Match,Self,prac,0.6471,1
22,6,Match,Self,prac,0.619,1
22,6,Match,Self,exp,1.0512,1
22,6,Match,Self,exp,0.9247,-1
22,6,Match,Self,exp,0.569,1
22,6,Match,Self,exp,0.7841,1
22,6,Match,Self,exp,0.7489,1
22,6,Match,Self,exp,0.6194,1
22,6,Match,Self,exp,0.7531,1
22,6,Match,Self,exp,1.085,0
22,6,Match,Self,exp,1.0841,1
22,6,Match,Self,exp,0.6623,1
22,6,Match,Self,exp,0.7007,1
22,6,Match,Self,exp,0.49370000000000003,1
22,6,Match,Self,exp,0.5727,1
22,6,Match,Self,exp,0.6875,0
22,6,Match,Self,exp,0.7855,1
22,6,Match,Self,exp,0.8899,1
22,6,Match,Self,exp,0.7063,1
22,6,Match,Self,exp,0.646,1
22,6,Match,Self,exp,0.8977,1
22,6,Match,Self,exp,0.7685,1
22,6,Match,Self,exp,0.6671,1
22,6,Match,Self,exp,0.5489,0
22,6,Match,Self,exp,0.5867,1
22,6,Match,Self,exp,0.9245,1
22,6,Match,Self,exp,0.781,1
22,6,Match,Self,exp,0.6906,0
22,6,Match,Self,exp,0.8684,1
22,6,Match,Self,exp,0.7114,0
22,6,Match,Self,exp,0.5453,1
22,6,Match,Self,exp,0.5874,1
22,6,Match,Self,exp,0.7029,1
22,6,Match,Self,exp,0.611,1
22,6,Match,Self,exp,0.5755,1
22,6,Match,Self,exp,0.6104,1
22,6,Match,Self,exp,0.7371,1
22,6,Match,Self,exp,0.8188,1
22,6,Match,Self,exp,0.4516,1
22,6,Match,Self,exp,0.6727,-1
22,6,Match,Self,exp,0.9255,1
22,6,Match,Self,exp,0.7633,1
22,6,Match,Self,exp,0.532,1
22,6,Match,Self,exp,0.7583,1
22,6,Match,Self,exp,0.7388,1
22,6,Match,Self,exp,0.8258,1
22,6,Match,Self,exp,0.6712,1
22,6,Match,Self,exp,0.675,0
22,6,Match,Self,exp,0.8597,0
22,6,Match,Self,exp,0.6362,1
22,6,Match,Self,exp,0.7394,0
22,6,Match,Self,exp,0.7275,1
22,6,Match,Self,exp,0.6707,1
22,6,Match,Self,exp,0.9299,1
22,6,Match,Self,exp,0.8185,0
22,6,Match,Self,exp,0.6314,1
22,6,Match,Self,exp,0.6335,0
22,6,Match,Self,exp,0.6166,1
22,6,Match,Self,exp,0.6071,1
22,6,Match,Self,exp,0.7647,1
22,6,Match,Self,exp,0.8756,1
22,6,Match,Self,exp,0.6592,1
22,6,Match,Friend,prac,0.9931,0
22,6,Match,Friend,prac,1.0379,0
22,6,Match,Friend,prac,0.8961,1
22,6,Match,Friend,prac,0.5295,0
22,6,Match,Friend,exp,0.7586,1
22,6,Match,Friend,exp,0.8081,1
22,6,Match,Friend,exp,1.0145,1
22,6,Match,Friend,exp,0.8321,-1
22,6,Match,Friend,exp,0.6846,0
22,6,Match,Friend,exp,1.0731,1
22,6,Match,Friend,exp,0.6349,0
22,6,Match,Friend,exp,0.743,0
22,6,Match,Friend,exp,0.7561,1
22,6,Match,Friend,exp,0.6141,1
22,6,Match,Friend,exp,1.0731,1
22,6,Match,Friend,exp,0.738,0
22,6,Match,Friend,exp,0.9793,0
22,6,Match,Friend,exp,0.4121,1
22,6,Match,Friend,exp,0.7904,1
22,6,Match,Friend,exp,0.569,0
22,6,Match,Friend,exp,0.5306,1
22,6,Match,Friend,exp,0.79990000000000006,-1
22,6,Match,Friend,exp,0.6678,1
22,6,Match,Friend,exp,0.7424,1
22,6,Match,Friend,exp,1.0731,1
22,6,Match,Friend,exp,0.5763,1
22,6,Match,Friend,exp,0.8064,1
22,6,Match,Friend,exp,0.6957,1
22,6,Match,Friend,exp,0.5218,1
22,6,Match,Friend,exp,0.8949,1
22,6,Match,Friend,exp,0.6598,1
22,6,Match,Friend,exp,0.569,1
22,6,Match,Friend,exp,0.789,1
22,6,Match,Friend,exp,0.5784,1
22,6,Match,Friend,exp,0.7087,-1
22,6,Match,Friend,exp,0.8152,1
22,6,Match,Friend,exp,1.0073,1
22,6,Match,Friend,exp,1.085,1
22,6,Match,Friend,exp,0.8583,1
22,6,Match,Friend,exp,0.5719,1
22,6,Match,Friend,exp,0.5327,1
22,6,Match,Friend,exp,0.8328,1
22,6,Match,Friend,exp,0.6902,1
22,6,Match,Friend,exp,0.6873,1
22,6,Match,Friend,exp,0.7299,1
22,6,Match,Friend,exp,0.735,1
22,6,Match,Friend,exp,0.5782,1
22,6,Match,Friend,exp,0.7422,1
22,6,Match,Friend,exp,0.7345,1
22,6,Match,Friend,exp,0.5418,1
22,6,Match,Friend,exp,0.632,-1
22,6,Match,Friend,exp,0.7742,1
22,6,Match,Friend,exp,0.6061,-1
22,6,Match,Friend,exp,0.5365,1
22,6,Match,Friend,exp,0.8636,1
22,6,Match,Friend,exp,0.6368,1
22,6,Match,Friend,exp,1.0759,1
22,6,Match,Friend,exp,0.8772,0
22,6,Match,Friend,exp,0.4712,0
22,6,Match,Friend,exp,0.7469,0
22,6,Match,Friend,exp,0.485,1
22,6,Match,Friend,exp,0.9863,1
22,6,Match,Friend,exp,0.689,0
22,6,Match,Friend,exp,0.835,1
22,6,Match,Stranger,prac,0.8085,1
22,6,Match,Stranger,prac,0.8726,1
22,6,Match,Stranger,prac,0.6943,1
22,6,Match,Stranger,prac,0.6528,1
22,6,Match,Stranger,exp,0.598,1
22,6,Match,Stranger,exp,0.6077,1
22,6,Match,Stranger,exp,0.6797,1
22,6,Match,Stranger,exp,0.7389,0
22,6,Match,Stranger,exp,0.6549,0
22,6,Match,Stranger,exp,0.8184,1
22,6,Match,Stranger,exp,0.6893,0
22,6,Match,Stranger,exp,0.6256,1
22,6,Match,Stranger,exp,0.6152,1
22,6,Match,Stranger,exp,0.7817,1
22,6,Match,Stranger,exp,0.5953,0
22,6,Match,Stranger,exp,0.6442,1
22,6,Match,Stranger,exp,0.9144,1
22,6,Match,Stranger,exp,0.6752,0
22,6,Match,Stranger,exp,0.8422,0
22,6,Match,Stranger,exp,0.5893,1
22,6,Match,Stranger,exp,0.4783,-1
22,6,Match,Stranger,exp,0.8262,1
22,6,Match,Stranger,exp,0.6618,1
22,6,Match,Stranger,exp,0.7379,1
22,6,Match,Stranger,exp,0.7982,1
22,6,Match,Stranger,exp,0.5708,1
22,6,Match,Stranger,exp,0.7282,1
22,6,Match,Stranger,exp,0.6403,1
22,6,Match,Stranger,exp,0.7173,1
22,6,Match,Stranger,exp,0.5204,0
22,6,Match,Stranger,exp,0.696,1
22,6,Match,Stranger,exp,0.6171,1
22,6,Match,Stranger,exp,1.0067,1
22,6,Match,Stranger,exp,0.5507,1
22,6,Match,Stranger,exp,0.6497,1
22,6,Match,Stranger,exp,0.8881,1
22,6,Match,Stranger,exp,0.7088,1
22,6,Match,Stranger,exp,0.9254,0
22,6,Match,Stranger,exp,0.6761,1
22,6,Match,Stranger,exp,1.019,1
22,6,Match,Stranger,exp,0.6171,1
22,6,Match,Stranger,exp,0.9904,1
22,6,Match,Stranger,exp,0.668,1
22,6,Match,Stranger,exp,0.8842,1
22,6,Match,Stranger,exp,0.9073,1
22,6,Match,Stranger,exp,0.8447,1
22,6,Match,Stranger,exp,0.6649,-1
22,6,Match,Stranger,exp,0.7853,0
22,6,Match,Stranger,exp,0.5128,1
22,6,Match,Stranger,exp,0.6428,1
22,6,Match,Stranger,exp,0.5609,1
22,6,Match,Stranger,exp,0.9582,1
22,6,Match,Stranger,exp,1.085,1
22,6,Match,Stranger,exp,0.5655,1
22,6,Match,Stranger,exp,0.5004,1
22,6,Match,Stranger,exp,0.6706,1
22,6,Match,Stranger,exp,0.4802,1
22,6,Match,Stranger,exp,0.8282,1
22,6,Match,Stranger,exp,0.9063,0
22,6,Match,Stranger,exp,1.0841,1
22,6,Match,Stranger,exp,0.786,1
22,6,Match,Stranger,exp,0.7503,0
22,6,Match,Stranger,exp,0.6086,1
22,6,Match,Stranger,exp,0.7881,1
22,6,Nonmatch,Self,prac,0.7028,1
22,6,Nonmatch,Self,prac,0.4195,1
22,6,Nonmatch,Self,prac,0.5381,1
22,6,Nonmatch,Self,prac,0.5712,1
22,6,Nonmatch,Self,exp,0.6161,0
22,6,Nonmatch,Self,exp,0.9602,1
22,6,Nonmatch,Self,exp,0.5729,1
22,6,Nonmatch,Self,exp,0.7719,1
22,6,Nonmatch,Self,exp,0.7565,1
22,6,Nonmatch,Self,exp,0.7853,-1
22,6,Nonmatch,Self,exp,0.6716,1
22,6,Nonmatch,Self,exp,0.6761,1
22,6,Nonmatch,Self,exp,0.7308,1
22,6,Nonmatch,Self,exp,0.9485,1
22,6,Nonmatch,Self,exp,0.6567,1
22,6,Nonmatch,Self,exp,0.5828,1
22,6,Nonmatch,Self,exp,0.8193,1
22,6,Nonmatch,Self,exp,0.5754,1
22,6,Nonmatch,Self,exp,0.7264,1
22,6,Nonmatch,Self,exp,0.5583,1
22,6,Nonmatch,Self,exp,0.5633,0
22,6,Nonmatch,Self,exp,1.0566,1
22,6,Nonmatch,Self,exp,0.8168,1
22,6,Nonmatch,Self,exp,0.7198,1
22,6,Nonmatch,Self,exp,0.5177,1
22,6,Nonmatch,Self,exp,1.0252,1
22,6,Nonmatch,Self,exp,0.8566,1
22,6,Nonmatch,Self,exp,0.7453,1
22,6,Nonmatch,Self,exp,0.5384,1
22,6,Nonmatch,Self,exp,0.7292,1
22,6,Nonmatch,Self,exp,0.7166,1
22,6,Nonmatch,Self,exp,0.6254,1
22,6,Nonmatch,Self,exp,1.0841,1
22,6,Nonmatch,Self,exp,0.6462,1
22,6,Nonmatch,Self,exp,0.708,1
22,6,Nonmatch,Self,exp,0.8492,1
22,6,Nonmatch,Self,exp,0.871,1
22,6,Nonmatch,Self,exp,0.5229,1
22,6,Nonmatch,Self,exp,0.751,1
22,6,Nonmatch,Self,exp,0.8603,1
22,6,Nonmatch,Self,exp,0.3167,1
22,6,Nonmatch,Self,exp,0.6031,1
22,6,Nonmatch,Self,exp,0.8564,1
22,6,Nonmatch,Self,exp,0.5055,0
22,6,Nonmatch,Self,exp,1.0802,1
22,6,Nonmatch,Self,exp,0.7032,0
22,6,Nonmatch,Self,exp,0.569,0
22,6,Nonmatch,Self,exp,0.8315,1
22,6,Nonmatch,Self,exp,0.809,1
22,6,Nonmatch,Self,exp,0.7207,1
22,6,Nonmatch,Self,exp,0.5467,1
22,6,Nonmatch,Self,exp,0.4981,1
22,6,Nonmatch,Self,exp,0.7435,1
22,6,Nonmatch,Self,exp,0.7477,1
22,6,Nonmatch,Self,exp,0.7433,1
22,6,Nonmatch,Self,exp,0.5825,1
22,6,Nonmatch,Self,exp,0.6374,1
22,6,Nonmatch,Self,exp,0.518,1
22,6,Nonmatch,Self,exp,1.0841,0
22,6,Nonmatch,Self,exp,0.6461,1
22,6,Nonmatch,Self,exp,0.759,-1
22,6,Nonmatch,Self,exp,0.7383,1
22,6,Nonmatch,Self,exp,0.7816,1
22,6,Nonmatch,Self,exp,0.826,1
22,6,Nonmatch,Friend,prac,0.4199,1
22,6,Nonmatch,Friend,prac,0.7188,0
22,6,Nonmatch,Friend,prac,0.6283,1
22,6,Nonmatch,Friend,prac,0.7917,1
22,6,Nonmatch,Friend,exp,0.6925,1
22,6,Nonmatch,Friend,exp,0.7054,1
22,6,Nonmatch,Friend,exp,0.8291,1
22,6,Nonmatch,Friend,exp,1.0841,0
22,6,Nonmatch,Friend,exp,0.6243,0
22,6,Nonmatch,Friend,exp,0.6402,1
22,6,Nonmatch,Friend,exp,0.4141,-1
22,6,Nonmatch,Friend,exp,0.7583,1
22,6,Nonmatch,Friend,exp,1.157,1
22,6,Nonmatch,Friend,exp,0.6849,1
22,6,Nonmatch,Friend,exp,0.6514,1
22,6,Nonmatch,Friend,exp,0.5407,1
22,6,Nonmatch,Friend,exp,0.5779,1
22,6,Nonmatch,Friend,exp,0.6488,1
22,6,Nonmatch,Friend,exp,0.9446,1
22,6,Nonmatch,Friend,exp,0.6253,0
22,6,Nonmatch,Friend,exp,0.6488,1
22,6,Nonmatch,Friend,exp,0.6884,1
22,6,Nonmatch,Friend,exp,0.8025,1
22,6,Nonmatch,Friend,exp,0.7935,1
22,6,Nonmatch,Friend,exp,0.7936,1
22,6,Nonmatch,Friend,exp,0.5385,1
22,6,Nonmatch,Friend,exp,0.7173,1
22,6,Nonmatch,Friend,exp,0.5478,0
22,6,Nonmatch,Friend,exp,0.7982,1
22,6,Nonmatch,Friend,exp,0.7507,1
22,6,Nonmatch,Friend,exp,1.1191,1
22,6,Nonmatch,Friend,exp,0.845,1
22,6,Nonmatch,Friend,exp,0.6574,1
22,6,Nonmatch,Friend,exp,0.5622,1
22,6,Nonmatch,Friend,exp,0.7294,1
22,6,Nonmatch,Friend,exp,1.085,1
22,6,Nonmatch,Friend,exp,0.4923,1
22,6,Nonmatch,Friend,exp,0.5852,1
22,6,Nonmatch,Friend,exp,0.4563,1
22,6,Nonmatch,Friend,exp,0.5922,1
22,6,Nonmatch,Friend,exp,0.896,1
22,6,Nonmatch,Friend,exp,0.7295,0
22,6,Nonmatch,Friend,exp,0.6635,1
22,6,Nonmatch,Friend,exp,0.7009,1
22,6,Nonmatch,Friend,exp,0.6027,1
22,6,Nonmatch,Friend,exp,0.6261,1
22,6,Nonmatch,Friend,exp,0.8283,1
22,6,Nonmatch,Friend,exp,0.8011,1
22,6,Nonmatch,Friend,exp,0.8544,1
22,6,Nonmatch,Friend,exp,0.8384,1
22,6,Nonmatch,Friend,exp,0.6361,1
22,6,Nonmatch,Friend,exp,0.5305,1
